         140802 function calls (136090 primitive calls) in 0.230 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 client.py:1276(NotConnected)
        1    0.000    0.000    0.000    0.000 client.py:1279(InvalidURL)
        1    0.000    0.000    0.000    0.000 client.py:1282(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 client.py:1287(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 client.py:1290(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 client.py:1293(IncompleteRead)
        1    0.000    0.000    0.000    0.000 client.py:1308(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 client.py:1311(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 client.py:1314(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 client.py:1317(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 client.py:1320(BadStatusLine)
        1    0.000    0.000    0.000    0.000 client.py:1327(LineTooLong)
        1    0.000    0.000    0.000    0.000 client.py:1332(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 client.py:164(HTTPMessage)
        1    0.000    0.000    0.000    0.000 client.py:218(HTTPResponse)
        1    0.000    0.000    0.009    0.009 client.py:69(<module>)
        1    0.000    0.000    0.000    0.000 client.py:739(HTTPConnection)
        1    0.000    0.000    0.001    0.001 config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config.py:11(AppConfig)
        2    0.000    0.000    0.000    0.000 constants.py:3(<module>)
        1    0.000    0.000    0.000    0.000 context.py:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:11(ContextPopException)
        1    0.000    0.000    0.000    0.000 context.py:138(Context)
        1    0.000    0.000    0.000    0.000 context.py:16(ContextDict)
        1    0.000    0.000    0.000    0.000 context.py:175(RenderContext)
        1    0.000    0.000    0.000    0.000 context.py:204(RequestContext)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        2    0.000    0.000    0.000    0.000 contextlib.py:103(contextmanager)
        1    0.000    0.000    0.028    0.028 cookie.py:1(<module>)
        1    0.000    0.000    0.007    0.007 cookies.py:127(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:150(CookieError)
        1    0.000    0.000    0.000    0.000 cookies.py:170(<dictcomp>)
        1    0.000    0.000    0.000    0.000 cookies.py:259(Morsel)
        1    0.000    0.000    0.000    0.000 cookies.py:484(BaseCookie)
        1    0.000    0.000    0.000    0.000 cookies.py:624(SimpleCookie)
        1    0.000    0.000    0.006    0.006 crypto.py:3(<module>)
        1    0.000    0.000    0.000    0.000 csrf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csrf.py:135(CsrfViewMiddleware)
        1    0.000    0.000    0.001    0.001 csrf.py:6(<module>)
        1    0.000    0.000    0.000    0.000 database.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datastructures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datastructures.py:12(MultiJoin)
        1    0.000    0.000    0.000    0.000 datastructures.py:130(BaseTable)
        1    0.000    0.000    0.000    0.000 datastructures.py:236(ImmutableList)
        1    0.000    0.000    0.000    0.000 datastructures.py:24(Empty)
        1    0.000    0.000    0.000    0.000 datastructures.py:28(Join)
        1    0.000    0.000    0.000    0.000 datastructures.py:281(DictWrapper)
        1    0.000    0.000    0.001    0.001 datastructures.py:4(<module>)
        1    0.000    0.000    0.000    0.000 datastructures.py:44(MultiValueDictKeyError)
        1    0.000    0.000    0.000    0.000 datastructures.py:48(MultiValueDict)
        1    0.000    0.000    0.000    0.000 datastructures.py:7(OrderedSet)
        1    0.000    0.000    0.000    0.000 datastructures.py:8(EmptyResultSet)
        1    0.000    0.000    0.003    0.003 dateformat.py:12(<module>)
        1    0.000    0.000    0.000    0.000 dateformat.py:220(DateFormat)
        1    0.000    0.000    0.000    0.000 dateformat.py:32(Formatter)
        1    0.000    0.000    0.000    0.000 dateformat.py:48(TimeFormat)
        1    0.000    0.000    0.003    0.003 dateparse.py:1(<module>)
        1    0.000    0.000    0.002    0.002 dates.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1005(time)
        1    0.000    0.000    0.000    0.000 datetime.py:103(ExtractMinute)
        2    0.000    0.000    0.000    0.000 datetime.py:1030(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:107(ExtractSecond)
        1    0.000    0.000    0.000    0.000 datetime.py:1311(datetime)
        3    0.000    0.000    0.000    0.000 datetime.py:1319(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:135(TruncBase)
        1    0.000    0.000    0.000    0.000 datetime.py:16(TimezoneMixin)
        1    0.000    0.000    0.000    0.000 datetime.py:1815(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:1838(_create)
        1    0.000    0.000    0.000    0.000 datetime.py:192(Trunc)
        1    0.000    0.000    0.000    0.000 datetime.py:199(TruncYear)
        1    0.000    0.000    0.000    0.000 datetime.py:203(TruncMonth)
        1    0.000    0.000    0.000    0.000 datetime.py:207(TruncDay)
        1    0.000    0.000    0.000    0.000 datetime.py:211(TruncDate)
        1    0.000    0.000    0.000    0.000 datetime.py:227(TruncHour)
        1    0.000    0.000    0.000    0.000 datetime.py:235(TruncMinute)
        1    0.000    0.000    0.000    0.000 datetime.py:243(TruncSecond)
       35    0.000    0.000    0.000    0.000 datetime.py:247(_check_int_field)
        5    0.000    0.000    0.000    0.000 datetime.py:264(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:277(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:292(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 datetime.py:319(timedelta)
        1    0.000    0.000    0.000    0.000 datetime.py:33(Extract)
        9    0.000    0.000    0.000    0.000 datetime.py:338(__new__)
        3    0.000    0.000    0.000    0.000 datetime.py:40(_days_before_year)
        5    0.000    0.000    0.000    0.000 datetime.py:45(_days_in_month)
        1    0.000    0.000    0.001    0.001 datetime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:513(__neg__)
        1    0.000    0.000    0.000    0.000 datetime.py:641(date)
        2    0.000    0.000    0.000    0.000 datetime.py:671(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:78(ExtractYear)
        1    0.000    0.000    0.000    0.000 datetime.py:82(ExtractMonth)
        1    0.000    0.000    0.000    0.000 datetime.py:86(ExtractDay)
        1    0.000    0.000    0.000    0.000 datetime.py:90(ExtractWeekDay)
        1    0.000    0.000    0.000    0.000 datetime.py:935(tzinfo)
        1    0.000    0.000    0.000    0.000 datetime.py:99(ExtractHour)
        1    0.000    0.000    0.000    0.000 datetime_safe.py:10(<module>)
        1    0.000    0.000    0.000    0.000 datetime_safe.py:17(date)
        1    0.000    0.000    0.000    0.000 datetime_safe.py:22(datetime)
        1    0.000    0.000    0.000    0.000 datetime_safe.py:36(time)
        1    0.000    0.000    0.003    0.003 decimal.py:2(<module>)
        1    0.000    0.000    0.001    0.001 decoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 decoder.py:253(JSONDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:283(__init__)
        1    0.000    0.000    0.000    0.000 deconstruct.py:1(<module>)
       10    0.000    0.000    0.000    0.000 deconstruct.py:15(decorator)
     10/8    0.000    0.000    0.000    0.000 deconstruct.py:16(__new__)
       10    0.000    0.000    0.000    0.000 deconstruct.py:6(deconstructible)
        1    0.000    0.000    0.000    0.000 decorators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:13(classonlymethod)
        1    0.000    0.000    0.000    0.000 decorators.py:189(classproperty)
        1    0.000    0.000    0.007    0.007 deletion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 deletion.py:64(Collector)
        1    0.000    0.000    0.000    0.000 deletion.py:9(ProtectedError)
        1    0.000    0.000    0.009    0.009 deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 deprecation.py:11(RemovedInNextVersionWarning)
        1    0.000    0.000    0.000    0.000 deprecation.py:114(MiddlewareMixin)
        1    0.000    0.000    0.000    0.000 deprecation.py:15(warn_about_renamed_method)
      115    0.000    0.000    0.000    0.000 deprecation.py:16(__init__)
        4    0.000    0.000    0.000    0.000 deprecation.py:22(__call__)
        1    0.000    0.000    0.000    0.000 deprecation.py:32(RenameMethodsBase)
       26    0.000    0.000    0.001    0.000 deprecation.py:46(__new__)
        1    0.000    0.000    0.000    0.000 deprecation.py:7(RemovedInDjango20Warning)
        1    0.000    0.000    0.000    0.000 deprecation.py:75(DeprecationInstanceCheck)
        1    0.000    0.000    0.000    0.000 deprecation.py:84(CallableBool)
        2    0.000    0.000    0.000    0.000 deprecation.py:90(__init__)
        1    0.000    0.000    0.002    0.002 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dis.py:166(Instruction)
        1    0.000    0.000    0.000    0.000 dis.py:405(Bytecode)
        1    0.000    0.000    0.000    0.000 dispatcher.py:1(<module>)
        9    0.000    0.000    0.000    0.000 dispatcher.py:17(_make_id)
        4    0.000    0.000    0.000    0.000 dispatcher.py:236(_clear_dead_receivers)
        1    0.000    0.000    0.000    0.000 dispatcher.py:27(Signal)
       17    0.000    0.000    0.000    0.000 dispatcher.py:36(__init__)
        4    0.000    0.000    0.000    0.000 dispatcher.py:57(connect)
        1    0.000    0.000    0.000    0.000 django_1_10.py:1(<module>)
        1    0.000    0.000    0.000    0.000 django_1_8_0.py:1(<module>)
        1    0.000    0.000    0.000    0.000 duration.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 encoding.py:17(DjangoUnicodeDecodeError)
        1    0.000    0.000    0.017    0.017 encoding.py:2(<module>)
        1    0.000    0.000    0.000    0.000 encoding.py:268(get_system_encoding)
        1    0.000    0.000    0.011    0.011 engine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 engine.py:12(Engine)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
        1    0.000    0.000    0.000    0.000 enum.py:1(<module>)
       10    0.000    0.000    0.000    0.000 enum.py:121(<setcomp>)
       29    0.000    0.000    0.000    0.000 enum.py:140(<genexpr>)
      132    0.000    0.000    0.000    0.000 enum.py:16(_is_dunder)
        5    0.000    0.000    0.001    0.000 enum.py:215(__call__)
      124    0.000    0.000    0.000    0.000 enum.py:24(_is_sunder)
        8    0.000    0.000    0.000    0.000 enum.py:260(__getattr__)
        8    0.000    0.000    0.000    0.000 enum.py:285(__members__)
      158    0.000    0.000    0.000    0.000 enum.py:301(__setattr__)
        5    0.000    0.000    0.001    0.000 enum.py:314(_create_)
        1    0.000    0.000    0.000    0.000 enum.py:32(_make_class_unpicklable)
       10    0.000    0.000    0.000    0.000 enum.py:361(_get_mixins_)
        1    0.000    0.000    0.000    0.000 enum.py:40(_EnumDict)
       10    0.000    0.000    0.000    0.000 enum.py:406(_find_new_)
        1    0.000    0.000    0.000    0.000 enum.py:453(Enum)
       10    0.000    0.000    0.000    0.000 enum.py:47(__init__)
      124    0.000    0.000    0.001    0.000 enum.py:51(__setitem__)
        5    0.000    0.000    0.001    0.000 enum.py:532(_convert)
        5    0.000    0.000    0.000    0.000 enum.py:547(<dictcomp>)
        1    0.000    0.000    0.000    0.000 enum.py:556(IntEnum)
       95    0.000    0.000    0.000    0.000 enum.py:8(_is_descriptor)
        1    0.000    0.000    0.000    0.000 enum.py:82(EnumMeta)
       10    0.000    0.000    0.000    0.000 enum.py:84(__prepare__)
       10    0.001    0.000    0.002    0.000 enum.py:88(__new__)
       10    0.000    0.000    0.000    0.000 enum.py:99(<dictcomp>)
        1    0.000    0.000    0.000    0.000 errors.py:101(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:104(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:78(HeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:84(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:87(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 errors.py:90(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:10(NoReverseMatch)
        1    0.000    0.000    0.000    0.000 exceptions.py:100(ValidationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(UnknownTimeZoneError)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(DjangoRuntimeWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:17(AppRegistryNotReady)
        1    0.000    0.000    0.000    0.000 exceptions.py:22(ObjectDoesNotExist)
        1    0.000    0.000    0.000    0.000 exceptions.py:27(InvalidTimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:27(MultipleObjectsReturned)
        2    0.000    0.000    0.000    0.000 exceptions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:31(AmbiguousTimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:32(SuspiciousOperation)
        1    0.000    0.000    0.000    0.000 exceptions.py:36(SuspiciousMultipartForm)
        1    0.000    0.000    0.000    0.000 exceptions.py:39(TemplateSyntaxError)
        1    0.000    0.000    0.000    0.000 exceptions.py:41(SuspiciousFileOperation)
        1    0.000    0.000    0.000    0.000 exceptions.py:42(NonExistentTimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:46(DisallowedHost)
        1    0.000    0.000    0.000    0.000 exceptions.py:51(DisallowedRedirect)
        1    0.000    0.000    0.000    0.000 exceptions.py:56(TooManyFieldsSent)
        1    0.000    0.000    0.000    0.000 exceptions.py:6(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:6(Resolver404)
        1    0.000    0.000    0.000    0.000 exceptions.py:64(RequestDataTooBig)
        1    0.000    0.000    0.000    0.000 exceptions.py:72(PermissionDenied)
        1    0.000    0.000    0.000    0.000 exceptions.py:77(ViewDoesNotExist)
        1    0.000    0.000    0.000    0.000 exceptions.py:8(FieldDoesNotExist)
        1    0.000    0.000    0.000    0.000 exceptions.py:82(MiddlewareNotUsed)
        1    0.000    0.000    0.000    0.000 exceptions.py:87(ImproperlyConfigured)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(TemplateDoesNotExist)
        1    0.000    0.000    0.000    0.000 exceptions.py:92(FieldError)
        1    0.000    0.000    0.070    0.070 expressions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expressions.py:119(BaseExpression)
        1    0.000    0.000    0.000    0.000 expressions.py:12(Combinable)
        1    0.000    0.000    0.000    0.000 expressions.py:343(Expression)
        1    0.000    0.000    0.000    0.000 expressions.py:350(CombinedExpression)
        1    0.000    0.000    0.000    0.000 expressions.py:408(DurationExpression)
        1    0.000    0.000    0.000    0.000 expressions.py:437(TemporalSubtraction)
        1    0.000    0.000    0.000    0.000 expressions.py:448(F)
        1    0.000    0.000    0.000    0.000 expressions.py:472(Func)
        1    0.000    0.000    0.000    0.000 expressions.py:554(Value)
        1    0.000    0.000    0.000    0.000 expressions.py:598(DurationValue)
        1    0.000    0.000    0.000    0.000 expressions.py:607(RawSQL)
        1    0.000    0.000    0.000    0.000 expressions.py:624(Star)
        1    0.000    0.000    0.000    0.000 expressions.py:632(Random)
        1    0.000    0.000    0.000    0.000 expressions.py:643(Col)
        1    0.000    0.000    0.000    0.000 expressions.py:674(Ref)
        1    0.000    0.000    0.000    0.000 expressions.py:707(ExpressionWrapper)
        1    0.000    0.000    0.000    0.000 expressions.py:730(When)
        1    0.000    0.000    0.000    0.000 expressions.py:787(Case)
        1    0.000    0.000    0.000    0.000 expressions.py:862(OrderBy)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.017    0.017 feedparser.py:20(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 feedparser.py:531(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 fields.py:1083(FilePathField)
        1    0.000    0.000    0.000    0.000 fields.py:1132(SplitDateTimeField)
        1    0.000    0.000    0.000    0.000 fields.py:1168(GenericIPAddressField)
        1    0.000    0.000    0.000    0.000 fields.py:1183(SlugField)
        1    0.000    0.000    0.000    0.000 fields.py:1193(UUIDField)
        1    0.000    0.000    0.000    0.000 fields.py:216(CharField)
        1    0.000    0.000    0.000    0.000 fields.py:247(IntegerField)
        1    0.000    0.000    0.000    0.000 fields.py:293(FloatField)
        1    0.000    0.000    0.008    0.008 fields.py:3(<module>)
        1    0.000    0.000    0.000    0.000 fields.py:330(DecimalField)
        1    0.000    0.000    0.000    0.000 fields.py:381(BaseTemporalField)
        1    0.000    0.000    0.000    0.000 fields.py:406(DateField)
        1    0.000    0.000    0.000    0.000 fields.py:430(TimeField)
        1    0.000    0.000    0.000    0.000 fields.py:452(DateTimeField)
        1    0.000    0.000    0.000    0.000 fields.py:483(DurationField)
        1    0.000    0.000    0.000    0.000 fields.py:49(Field)
        1    0.000    0.000    0.000    0.000 fields.py:504(RegexField)
        1    0.000    0.000    0.000    0.000 fields.py:530(EmailField)
        1    0.000    0.000    0.000    0.000 fields.py:539(FileField)
        1    0.000    0.000    0.000    0.000 fields.py:608(ImageField)
        1    0.000    0.000    0.000    0.000 fields.py:660(URLField)
        1    0.000    0.000    0.000    0.000 fields.py:703(BooleanField)
        1    0.000    0.000    0.000    0.000 fields.py:728(NullBooleanField)
        1    0.000    0.000    0.000    0.000 fields.py:755(CallableChoiceIterator)
        1    0.000    0.000    0.000    0.000 fields.py:764(ChoiceField)
        1    0.000    0.000    0.000    0.000 fields.py:832(TypedChoiceField)
        1    0.000    0.000    0.000    0.000 fields.py:859(MultipleChoiceField)
        1    0.000    0.000    0.000    0.000 fields.py:901(TypedMultipleChoiceField)
        1    0.000    0.000    0.000    0.000 fields.py:937(ComboField)
        1    0.000    0.000    0.000    0.000 fields.py:961(MultiValueField)
        1    0.000    0.000    0.003    0.003 files.py:1(<module>)
        1    0.000    0.000    0.000    0.000 files.py:137(FileDescriptor)
        1    0.000    0.000    0.000    0.000 files.py:19(FieldFile)
        1    0.000    0.000    0.000    0.000 files.py:216(FileField)
        1    0.000    0.000    0.000    0.000 files.py:354(ImageFileDescriptor)
        1    0.000    0.000    0.000    0.000 files.py:376(ImageFieldFile)
        1    0.000    0.000    0.000    0.000 files.py:384(ImageField)
        1    0.000    0.000    0.002    0.002 fnmatch.py:11(<module>)
        1    0.000    0.000    0.005    0.005 formats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 forms.py:27(DeclarativeFieldsMetaclass)
        1    0.000    0.000    0.000    0.000 forms.py:3(<module>)
        3    0.000    0.000    0.000    0.000 forms.py:31(__new__)
        1    0.000    0.000    0.000    0.000 forms.py:486(Form)
        1    0.000    0.000    0.000    0.000 forms.py:61(BaseForm)
        1    0.000    0.000    0.000    0.000 formsets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 formsets.py:33(ManagementForm)
        1    0.000    0.000    0.000    0.000 formsets.py:50(BaseFormSet)
        1    0.000    0.000    0.009    0.009 functional.py:1(<module>)
      503    0.000    0.000    0.000    0.000 functional.py:105(__promise__)
        2    0.000    0.000    0.000    0.000 functional.py:13(curry)
      168    0.000    0.000    0.006    0.000 functional.py:169(__wrapper__)
        1    0.000    0.000    0.000    0.000 functional.py:19(cached_property)
       19    0.000    0.000    0.000    0.000 functional.py:197(keep_lazy)
       19    0.000    0.000    0.001    0.000 functional.py:207(decorator)
       16    0.000    0.000    0.001    0.000 functional.py:222(keep_lazy_text)
       15    0.000    0.000    0.000    0.000 functional.py:231(new_method_proxy)
        1    0.000    0.000    0.000    0.000 functional.py:239(LazyObject)
       18    0.000    0.000    0.000    0.000 functional.py:251(__init__)
       18    0.000    0.000    0.000    0.000 functional.py:258(__setattr__)
       54    0.000    0.000    0.000    0.000 functional.py:27(__init__)
        1    0.000    0.000    0.000    0.000 functional.py:360(SimpleLazyObject)
       16    0.000    0.000    0.000    0.000 functional.py:367(__init__)
        1    0.000    0.000    0.000    0.000 functional.py:39(Promise)
        1    0.000    0.000    0.000    0.000 functional.py:410(lazy_property)
       31    0.000    0.000    0.001    0.000 functional.py:48(lazy)
       31    0.000    0.000    0.000    0.000 functional.py:56(__proxy__)
      168    0.000    0.000    0.006    0.000 functional.py:65(__init__)
      168    0.004    0.000    0.006    0.000 functional.py:78(__prepare_class__)
       34    0.000    0.000    0.000    0.000 functools.py:192(total_ordering)
       34    0.000    0.000    0.000    0.000 functools.py:195(<listcomp>)
       14    0.000    0.000    0.000    0.000 functools.py:391(lru_cache)
       14    0.000    0.000    0.000    0.000 functools.py:422(decorating_function)
       68    0.000    0.000    0.000    0.000 functools.py:43(update_wrapper)
       54    0.000    0.000    0.000    0.000 functools.py:73(wraps)
        1    0.000    0.000    0.000    0.000 generator.py:25(Generator)
        1    0.000    0.000    0.000    0.000 generator.py:392(BytesGenerator)
        1    0.000    0.000    0.000    0.000 generator.py:449(DecodedGenerator)
        1    0.000    0.000    0.000    0.000 generator.py:5(<module>)
      128    0.000    0.000    0.003    0.000 genericpath.py:27(isfile)
       88    0.000    0.000    0.000    0.000 global_settings.py:11(gettext_noop)
        1    0.000    0.000    0.000    0.000 global_settings.py:5(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:110(GzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:375(_GzipReader)
        1    0.000    0.000    0.000    0.000 gzip.py:4(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:69(_PaddedFile)
        1    0.000    0.000    0.003    0.003 hashlib.py:53(<module>)
        6    0.000    0.000    0.000    0.000 hashlib.py:98(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.001    0.001 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
      257    0.000    0.000    0.000    0.000 hmac.py:10(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:11(<genexpr>)
        1    0.000    0.000    0.000    0.000 hmac.py:19(HMAC)
        1    0.000    0.000    0.000    0.000 hmac.py:4(<module>)
        1    0.000    0.000    0.008    0.008 html.py:1(<module>)
        1    0.000    0.000    0.000    0.000 html.py:140(MLStripper)
        9    0.000    0.000    0.000    0.000 html.py:365(html_safe)
        7    0.000    0.000    0.000    0.000 html.py:41(<genexpr>)
       33    0.000    0.000    0.000    0.000 html.py:76(<genexpr>)
        1    0.000    0.000    0.005    0.005 html_parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 html_parser.py:12(HTMLParser)
        1    0.000    0.000    0.000    0.000 html_parser.py:8(HTMLParseError)
        1    0.000    0.000    0.002    0.002 http.py:1(<module>)
        1    0.000    0.000    0.000    0.000 images.py:12(ImageFile)
        1    0.000    0.000    0.000    0.000 images.py:5(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:1(<module>)
       97    0.000    0.000    0.000    0.000 inspect.py:158(isfunction)
        1    0.000    0.000    0.000    0.000 inspect.py:2341(_void)
        1    0.000    0.000    0.000    0.000 inspect.py:2345(_empty)
        1    0.000    0.000    0.000    0.000 inspect.py:2349(_ParameterKind)
        1    0.000    0.000    0.000    0.000 inspect.py:2367(Parameter)
        1    0.000    0.000    0.000    0.000 inspect.py:2504(BoundArguments)
        1    0.000    0.000    0.000    0.000 inspect.py:2634(Signature)
        1    0.000    0.000    0.007    0.007 inspect.py:27(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:279(getmembers)
       70    0.000    0.000    0.000    0.000 inspect.py:320(<lambda>)
       27    0.000    0.000    0.000    0.000 inspect.py:441(getmro)
        1    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
        1    0.000    0.000    0.000    0.000 inspect.py:854(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:856(BlockFinder)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1049(_BaseV4)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1075(_make_netmask)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1099(_ip_int_from_string)
       80    0.000    0.000    0.000    0.000 ipaddress.py:1125(_parse_octet)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1245(IPv4Address)
       68    0.000    0.000    0.000    0.000 ipaddress.py:1251(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1362(IPv4Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1444(IPv4Network)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1459(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1558(_IPv4Constants)
       47    0.000    0.000    0.000    0.000 ipaddress.py:158(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1592(_BaseV6)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1612(_make_netmask)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1630(_ip_int_from_string)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1734(_parse_hextet)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1876(IPv6Address)
       99    0.000    0.000    0.000    0.000 ipaddress.py:1882(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:19(AddressValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2056(IPv6Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2142(IPv6Network)
       28    0.000    0.000    0.001    0.000 ipaddress.py:2158(__init__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2264(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 ipaddress.py:23(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:385(_IPAddressBase)
      166    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
       25    0.000    0.000    0.000    0.000 ipaddress.py:433(_ip_int_from_prefix)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
