         140802 function calls (136090 primitive calls) in 0.230 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 ssl.py:115(_import_symbols)
       96    0.000    0.000    0.000    0.000 ssl.py:131(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:134(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:191(CertificateError)
        1    0.000    0.000    0.000    0.000 ssl.py:325(_ASN1Object)
        4    0.000    0.000    0.000    0.000 ssl.py:330(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:346(Purpose)
        1    0.000    0.000    0.000    0.000 ssl.py:353(SSLContext)
        1    0.000    0.000    0.000    0.000 ssl.py:527(SSLObject)
        1    0.000    0.000    0.000    0.000 ssl.py:662(SSLSocket)
        1    0.000    0.000    0.008    0.008 ssl.py:88(<module>)
        1    0.000    0.000    0.013    0.013 static.py:1(<module>)
        1    0.000    0.000    0.000    0.000 static.py:9(PrefixNode)
        1    0.000    0.000    0.000    0.000 static.py:91(StaticNode)
        1    0.000    0.000    0.002    0.002 storage.py:1(<module>)
        1    0.000    0.000    0.000    0.000 storage.py:248(FileSystemStorage)
        1    0.000    0.000    0.000    0.000 storage.py:25(Storage)
        1    0.000    0.000    0.000    0.000 storage.py:472(DefaultStorage)
        1    0.000    0.000    0.002    0.002 string.py:15(<module>)
        1    0.000    0.000    0.000    0.000 string.py:174(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
        1    0.000    0.000    0.002    0.002 string.py:65(__init__)
        1    0.000    0.000    0.000    0.000 string.py:77(Template)
        1    0.000    0.000    0.008    0.008 subprocess.py:356(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:371(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:374(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:401(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 subprocess.py:430(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 subprocess.py:476(Handle)
        1    0.000    0.000    0.000    0.000 subprocess.py:629(CompletedProcess)
        1    0.000    0.000    0.000    0.000 subprocess.py:830(Popen)
        1    0.000    0.000    0.000    0.000 subqueries.py:17(DeleteQuery)
        1    0.000    0.000    0.000    0.000 subqueries.py:173(InsertQuery)
        1    0.000    0.000    0.000    0.000 subqueries.py:205(AggregateQuery)
        1    0.000    0.000    0.000    0.000 subqueries.py:3(<module>)
        1    0.000    0.000    0.000    0.000 subqueries.py:85(UpdateQuery)
        1    0.000    0.000    0.000    0.000 tarfile.py:1375(TarFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:2402(TarIter)
        1    0.000    0.000    0.000    0.000 tarfile.py:267(TarError)
        1    0.000    0.000    0.000    0.000 tarfile.py:270(ExtractError)
        1    0.000    0.000    0.000    0.000 tarfile.py:273(ReadError)
        1    0.000    0.000    0.000    0.000 tarfile.py:276(CompressionError)
        1    0.000    0.000    0.000    0.000 tarfile.py:279(StreamError)
        1    0.000    0.000    0.000    0.000 tarfile.py:282(HeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:285(EmptyHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:288(TruncatedHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:291(EOFHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:294(InvalidHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:297(SubsequentHeaderError)
        1    0.000    0.000    0.001    0.001 tarfile.py:30(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:304(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:328(_Stream)
        1    0.000    0.000    0.000    0.000 tarfile.py:572(_StreamProxy)
        1    0.000    0.000    0.000    0.000 tarfile.py:602(_FileInFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:706(ExFileObject)
        1    0.000    0.000    0.000    0.000 tarfile.py:717(TarInfo)
        1    0.000    0.000    0.011    0.011 temp.py:17(<module>)
        1    0.000    0.000    0.000    0.000 temp.py:28(TemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:136(_RandomNameSequence)
        1    0.000    0.000    0.010    0.010 tempfile.py:24(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:416(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:459(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:629(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:777(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 templates.py:2(<module>)
        1    0.000    0.000    0.006    0.006 text.py:1(<module>)
        1    0.000    0.000    0.000    0.000 text.py:14(MIMEText)
        1    0.000    0.000    0.000    0.000 text.py:300(StreamingBuffer)
        1    0.000    0.000    0.000    0.000 text.py:5(<module>)
        1    0.000    0.000    0.000    0.000 text.py:67(Truncator)
        1    0.000    0.000    0.005    0.005 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1156(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1186(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1188(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1205(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:201(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:213(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:237(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:240(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:252(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:332(notify)
        1    0.000    0.000    0.000    0.000 threading.py:355(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:367(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:447(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:485(Event)
        1    0.000    0.000    0.000    0.000 threading.py:496(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:510(set)
        1    0.000    0.000    0.000    0.000 threading.py:564(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:718(BrokenBarrierError)
        3    0.000    0.000    0.000    0.000 threading.py:72(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:736(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:755(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:85(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:888(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:891(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 timezone.py:129(LocalTimezone)
        1    0.000    0.000    0.000    0.000 timezone.py:251(override)
        1    0.000    0.000    0.000    0.000 timezone.py:37(UTC)
        1    0.000    0.000    0.005    0.005 timezone.py:5(<module>)
        1    0.000    0.000    0.000    0.000 timezone.py:57(FixedOffset)
        1    0.000    0.000    0.000    0.000 timezone.py:82(ReferenceLocalTimezone)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
       19    0.000    0.000    0.000    0.000 tokenize.py:111(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:112(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:113(maybe)
        1    0.000    0.000    0.003    0.003 tokenize.py:21(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:219(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:221(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:224(Untokenizer)
        1    0.000    0.000    0.000    0.000 tokenize.py:98(TokenInfo)
        1    0.000    0.000    0.004    0.004 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:223(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:310(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:403(TracebackException)
        1    0.000    0.000    0.000    0.000 transaction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transaction.py:118(Atomic)
        1    0.000    0.000    0.000    0.000 transaction.py:7(TransactionManagementError)
        1    0.000    0.000    0.000    0.000 tree.py:11(Node)
        1    0.000    0.000    0.000    0.000 tree.py:4(<module>)
        2    0.000    0.000    0.000    0.000 types.py:120(__init__)
        1    0.000    0.000    0.000    0.000 tzfile.py:16(_byte_string)
        1    0.000    0.000    0.000    0.000 tzfile.py:4(<module>)
        1    0.000    0.000    0.001    0.001 tzinfo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:149(DstTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:16(memorized_timedelta)
        1    0.000    0.000    0.000    0.000 tzinfo.py:59(BaseTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:69(StaticTzInfo)
        1    0.000    0.000    0.000    0.000 uploadedfile.py:107(SimpleUploadedFile)
        1    0.000    0.000    0.000    0.000 uploadedfile.py:18(UploadedFile)
        1    0.000    0.000    0.011    0.011 uploadedfile.py:3(<module>)
        1    0.000    0.000    0.000    0.000 uploadedfile.py:59(TemporaryUploadedFile)
        1    0.000    0.000    0.000    0.000 uploadedfile.py:87(InMemoryUploadedFile)
        1    0.000    0.000    0.000    0.000 uploadhandler.py:135(TemporaryFileUploadHandler)
        1    0.000    0.000    0.000    0.000 uploadhandler.py:158(MemoryFileUploadHandler)
        1    0.000    0.000    0.000    0.000 uploadhandler.py:23(UploadFileException)
        1    0.000    0.000    0.012    0.012 uploadhandler.py:3(<module>)
        1    0.000    0.000    0.000    0.000 uploadhandler.py:30(StopUpload)
        1    0.000    0.000    0.000    0.000 uploadhandler.py:50(SkipFile)
        1    0.000    0.000    0.000    0.000 uploadhandler.py:57(StopFutureHandlers)
        1    0.000    0.000    0.000    0.000 uploadhandler.py:65(FileUploadHandler)
        1    0.000    0.000    0.000    0.000 urls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.003    0.003 util.py:54(find_library)
        8    0.000    0.000    0.017    0.002 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:10(CachedDnsName)
        1    0.000    0.000    0.000    0.000 utils.py:13(InvalidTemplateEngineError)
        1    0.000    0.000    0.000    0.000 utils.py:140(ConnectionDoesNotExist)
        1    0.000    0.000    0.000    0.000 utils.py:144(ConnectionHandler)
        1    0.000    0.000    0.000    0.000 utils.py:145(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:16(CursorWrapper)
        1    0.000    0.000    0.000    0.000 utils.py:17(EngineHandler)
        1    0.000    0.000    0.000    0.000 utils.py:17(Error)
        1    0.000    0.000    0.000    0.000 utils.py:18(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:21(InterfaceError)
        1    0.000    0.000    0.000    0.000 utils.py:237(ConnectionRouter)
        1    0.000    0.000    0.000    0.000 utils.py:238(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:25(DatabaseError)
        2    0.000    0.000    0.000    0.000 utils.py:257(_router_func)
        1    0.000    0.000    0.000    0.000 utils.py:29(DataError)
        1    0.000    0.000    0.000    0.000 utils.py:3(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:33(OperationalError)
        1    0.000    0.000    0.000    0.000 utils.py:37(IntegrityError)
        1    0.000    0.000    0.000    0.000 utils.py:4(FileProxyMixin)
        1    0.000    0.000    0.000    0.000 utils.py:41(InternalError)
        1    0.000    0.000    0.000    0.000 utils.py:45(ProgrammingError)
        1    0.000    0.000    0.000    0.000 utils.py:49(NotSupportedError)
        1    0.000    0.000    0.009    0.009 utils.py:5(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:52(ErrorDict)
        1    0.000    0.000    0.000    0.000 utils.py:53(DatabaseErrorWrapper)
        1    0.000    0.000    0.000    0.000 utils.py:72(CursorDebugWrapper)
        1    0.000    0.000    0.000    0.000 utils.py:85(ErrorList)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        4    0.000    0.000    0.000    0.000 uuid.py:106(__init__)
        1    0.000    0.000    0.008    0.008 uuid.py:45(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:58(UUID)
        1    0.000    0.000    0.002    0.002 validators.py:1(<module>)
        2    0.000    0.000    0.000    0.000 validators.py:109(__init__)
        1    0.000    0.000    0.000    0.000 validators.py:168(EmailValidator)
       16    0.000    0.000    0.000    0.000 validators.py:18(_lazy_re_compile)
        1    0.000    0.000    0.000    0.000 validators.py:186(__init__)
        1    0.000    0.000    0.000    0.000 validators.py:296(int_list_validator)
        1    0.000    0.000    0.000    0.000 validators.py:30(RegexValidator)
        1    0.000    0.000    0.000    0.000 validators.py:309(BaseValidator)
        1    0.000    0.000    0.000    0.000 validators.py:340(MaxValueValidator)
        1    0.000    0.000    0.000    0.000 validators.py:349(MinValueValidator)
        1    0.000    0.000    0.000    0.000 validators.py:358(MinLengthValidator)
        1    0.000    0.000    0.000    0.000 validators.py:373(MaxLengthValidator)
        7    0.000    0.000    0.000    0.000 validators.py:38(__init__)
        1    0.000    0.000    0.001    0.001 validators.py:388(DecimalValidator)
        1    0.000    0.000    0.000    0.000 validators.py:77(URLValidator)
        1    0.000    0.000    0.011    0.011 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 version.py:10(get_version)
        1    0.000    0.000    0.000    0.000 version.py:34(get_main_version)
        3    0.000    0.000    0.000    0.000 version.py:38(<genexpr>)
        2    0.000    0.000    0.000    0.000 version.py:41(get_complete_version)
        1    0.000    0.000    0.230    0.230 views.py:1(<module>)
        1    0.000    0.000    0.000    0.000 weakref.py:101(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:261(update)
        7    0.000    0.000    0.000    0.000 weakref.py:325(__init__)
        4    0.000    0.000    0.000    0.000 weakref.py:497(__init__)
        1    0.000    0.000    0.000    0.000 where.py:14(WhereNode)
        1    0.000    0.000    0.000    0.000 where.py:164(NothingNode)
        1    0.000    0.000    0.000    0.000 where.py:174(ExtraWhere)
        1    0.000    0.000    0.000    0.000 where.py:187(SubqueryConstraint)
        1    0.000    0.000    0.000    0.000 where.py:3(<module>)
       28    0.000    0.000    0.000    0.000 widgets.py:120(media_property)
        1    0.000    0.000    0.000    0.000 widgets.py:148(MediaDefiningClass)
       29    0.000    0.000    0.001    0.000 widgets.py:152(__new__)
        1    0.000    0.000    0.000    0.000 widgets.py:161(SubWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:180(RenameWidgetMethods)
        1    0.000    0.000    0.000    0.000 widgets.py:186(Widget)
        1    0.000    0.000    0.000    0.000 widgets.py:253(Input)
        1    0.000    0.000    0.000    0.000 widgets.py:275(TextInput)
        1    0.000    0.000    0.000    0.000 widgets.py:284(NumberInput)
        1    0.000    0.000    0.000    0.000 widgets.py:288(EmailInput)
        1    0.000    0.000    0.000    0.000 widgets.py:292(URLInput)
        1    0.000    0.000    0.000    0.000 widgets.py:296(PasswordInput)
        1    0.000    0.000    0.015    0.015 widgets.py:3(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:309(HiddenInput)
        1    0.000    0.000    0.000    0.000 widgets.py:313(MultipleHiddenInput)
        1    0.000    0.000    0.000    0.000 widgets.py:339(FileInput)
        1    0.000    0.000    0.000    0.000 widgets.py:354(ClearableFileInput)
        1    0.000    0.000    0.000    0.000 widgets.py:43(Media)
        1    0.000    0.000    0.000    0.000 widgets.py:432(Textarea)
        1    0.000    0.000    0.000    0.000 widgets.py:447(DateTimeBaseInput)
        1    0.000    0.000    0.000    0.000 widgets.py:459(DateInput)
        1    0.000    0.000    0.000    0.000 widgets.py:463(DateTimeInput)
        1    0.000    0.000    0.000    0.000 widgets.py:467(TimeInput)
        1    0.000    0.000    0.000    0.000 widgets.py:476(CheckboxInput)
        1    0.000    0.000    0.000    0.000 widgets.py:505(Select)
        1    0.000    0.000    0.000    0.000 widgets.py:561(NullBooleanSelect)
        1    0.000    0.000    0.000    0.000 widgets.py:592(SelectMultiple)
        1    0.000    0.000    0.000    0.000 widgets.py:612(ChoiceInput)
        1    0.000    0.000    0.000    0.000 widgets.py:659(RadioChoiceInput)
        1    0.000    0.000    0.000    0.000 widgets.py:667(CheckboxChoiceInput)
        1    0.000    0.000    0.000    0.000 widgets.py:678(ChoiceFieldRenderer)
        1    0.000    0.000    0.000    0.000 widgets.py:737(RadioFieldRenderer)
        1    0.000    0.000    0.000    0.000 widgets.py:741(CheckboxFieldRenderer)
        1    0.000    0.000    0.000    0.000 widgets.py:745(RendererMixin)
        1    0.000    0.000    0.000    0.000 widgets.py:781(RadioSelect)
        1    0.000    0.000    0.000    0.000 widgets.py:786(CheckboxSelectMultiple)
        1    0.000    0.000    0.000    0.000 widgets.py:798(MultiWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:899(SplitDateTimeWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:919(SplitHiddenDateTimeWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:929(SelectDateWidget)
        1    0.000    0.000    0.000    0.000 wintypes.py:104(_SMALL_RECT)
        1    0.000    0.000    0.000    0.000 wintypes.py:111(_COORD)
        1    0.000    0.000    0.000    0.000 wintypes.py:115(POINT)
        1    0.000    0.000    0.000    0.000 wintypes.py:120(SIZE)
        1    0.000    0.000    0.000    0.000 wintypes.py:128(FILETIME)
        1    0.000    0.000    0.000    0.000 wintypes.py:133(MSG)
        1    0.000    0.000    0.000    0.000 wintypes.py:143(WIN32_FIND_DATAA)
        1    0.000    0.000    0.000    0.000 wintypes.py:155(WIN32_FIND_DATAW)
        1    0.000    0.000    0.001    0.001 wintypes.py:2(<module>)
        1    0.000    0.000    0.000    0.000 wintypes.py:20(VARIANT_BOOL)
        1    0.000    0.000    0.000    0.000 wintypes.py:97(RECT)
      192    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x000000005115DE40}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        3    0.000    0.000    0.000    0.000 {built-in method _ctypes.LoadLibrary}
       36    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
       44    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
      237    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
     1042    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       13    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        9    0.010    0.001    0.012    0.001 {built-in method _imp.create_dynamic}
       13    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        9    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
       78    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      255    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     1340    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 {built-in method _locale._getdefaultlocale}
       87    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      311    0.000    0.000    0.000    0.000 {built-in method _sre.getlower}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
      557    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
      597    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
  899/887    0.014    0.000    0.029    0.000 {built-in method builtins.__build_class__}
    64/30    0.000    0.000    0.182    0.006 {built-in method builtins.__import__}
       72    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
      268    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       28    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      448    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       17    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       45    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
    259/1    0.008    0.000    0.230    0.230 {built-in method builtins.exec}
     3253    0.002    0.000    0.002    0.000 {built-in method builtins.getattr}
       66    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
18552/18219    0.003    0.000    0.027    0.000 {built-in method builtins.hasattr}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.id}
     5207    0.001    0.000    0.001    0.000 {built-in method builtins.isinstance}
    70/63    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
7872/7503    0.001    0.000    0.001    0.000 {built-in method builtins.len}
      174    0.000    0.000    0.000    0.000 {built-in method builtins.max}
     1618    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.next}
     1073    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       21    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.round}
     1528    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
      495    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
      237    0.021    0.000    0.021    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
      130    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
       36    0.002    0.000    0.002    0.000 {built-in method nt.listdir}
     1174    0.038    0.000    0.038    0.000 {built-in method nt.stat}
        1    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
       20    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
      510    0.006    0.000    0.006    0.000 {built-in method winreg.OpenKey}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x000002BABD19E488}
      113    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        8    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        8    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        5    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
      649    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
     9012    0.001    0.000    0.001    0.000 {method 'append' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        7    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        9    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      319    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      201    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      764    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        5    0.000    0.000    0.000    0.000 {method 'find_loader' of 'zipimport.zipimporter' objects}
     2438    0.002    0.000    0.002    0.000 {method 'format' of 'str' objects}
      792    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
      384    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      177    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      136    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
      359    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
       92    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
      123    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       14    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
2820/2814    0.001    0.000    0.001    0.000 {method 'join' of 'str' objects}
      354    0.000    0.000    0.000    0.000 {method 'keys' of 'mappingproxy' objects}
      722    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      189    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
      381    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       17    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      237    0.006    0.000    0.006    0.000 {method 'read' of '_io.FileIO' objects}
        5    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        8    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
      180    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
     1605    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
      480    0.001    0.000    0.001    0.000 {method 'rsplit' of 'str' objects}
     5006    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
       57    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       17    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        4    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      121    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
     1069    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
       39    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        4    0.000    0.000    0.000    0.000 {method 'update' of 'collections.OrderedDict' objects}
       77    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}


